tconst,titleType,primaryTitle,genres,Sinopsis
tt1865505,movie,Song of the Sea,"[12, 16, 18]","The story of the last Seal Child’s journey home. After their mother’s disappearance, Ben and Saoirse are sent to live with Granny in the city. When they resolve to return to their home by the sea, their journey becomes a race against time as they are drawn into a world Ben knows only from his mother’s folktales. But this is no bedtime story; these fairy folk have been in our world far too long. It soon becomes clear to Ben that Saoirse is the key to their survival."
tt1866221,movie,Polar Bears: Spy on the Ice,[99],"Shot mainly using spy cameras, this film gets closer than ever before to the world's greatest land predator. As the film captures its intimate portrait of polar bears' lives, it reveals how their intelligence and curiosity help them cope in a world of shrinking ice."
tt18687124,movie,BTS Permission to Dance on Stage - Seoul: Live Viewing,[99],"Join us as BTS and ARMY become one once again with music and dance in this unmissable live concert experience broadcast from Seoul to cinemas around the world! 'BTS PERMISSION TO DANCE ON STAGE' is the latest world tour series headlined by 21st century pop icons BTS, featuring powerful performances and the greatest hit songs from throughout their incredible career."
tt1869677,movie,Starzinger,[16],
tt1869678,movie,Starzinger II,[16],
tt1869679,movie,Starzinger III,[16],
tt1869790,movie,Uçurtmam tellere takildi,"[-1, 99, 10402]","What kind of a person was Ahmet Kaya? What kind of music did he compose? How did he become a controversial pop icon? What did he think and say about homeland, democracy, human rights and Kurdish reality? and what did we do to him?"
tt1870467,movie,Magyar Retró,[99],"A feature length, lively - montage style - documentary, capturing the essence of what life was like in socialist Hungary - dubbed the ""The most cheerful barrack"" back then - using contemporary music, interviews, adverts and news footages."
tt1873633,movie,Warriors of the Discotheque: The Feature length Starck Club Documentary,[99],"The place is the notorious Starck Club (so called because it was the first major project designed by Philippe Starck in the US.) The Starck Club opened in Dallas in 1984 and not long after hosted the 1984 national Republican Convention. Ironically, it was actually legal to buy MDMA aka ecstasy there, people would put it on their credit cards. The DEA stepped in and made it a category 1 drug on July 1, 1985... In a time when ecstasy was legal & guyliner was cool."
tt1874516,movie,Madame,"[99, 36]","Qiu Jiongjiong's stark black-and-white series of interviews with transsexual cabaret singer Madame Bi Langda. Madame Bi's recollections of past experiences explicitly touch on how she performs her way through life, whether interacting with friends, lovers or her audience. More than a document of the increasingly complicated gender identity politics in China, it's also a poignant testimony of a life dedicated to articulating the aesthetics of living."
tt1874601,movie,Lessons in Forgetting,[18],"The film revolves around Meera, a happy corporate wife and cookbook writer whose life turns upside down when her husband walks out on their marriage. Responsible for not just her children but her mother and grandmother and their old family home in Bangalore, Meera takes up a part-time job with a cyclone studies expert, who is dealing with his own traumatic past. The two narratives come together and, through a series of coincidences, the lives of Meera and her employer get intertwined in strange ways. Parallels are constantly drawn between life and the unpredictability of cyclones."
tt18766692,movie,Trio,[18],
tt1881010,movie,Milana,[10749],"Hero is in love with a girl who is forced to marry a police officer. Hero is later forced by his parents to marry a girl liked by them. Here starts the trouble again, even she wants a divorce from him. Will hero divorce her or they are happy with each other is the later part of the story"
tt1883330,movie,SHUDRA: The Untouchables,"[18, 10751, 36]",
tt1884254,movie,Birami Sahar (Sick City),[18],Story of a poor guy named Krishna who enters the world of drugs for fast and easy money and a luxurious life but sometimes things don't work out they way you want them to.
tt1884273,movie,The Barefoot Bandit Documentary,"[12, -1, 99]","A telling of the life of Colton Harris-Moore, notorious young airplane thief. A young boys dream of flying and designing airplanes becomes a reality when he breaks out of a halfway house at the age of 15 and steals the first of five airplanes. Colton's captor, lawyer, mother, the FBI team that hunted him for several years tell the almost unbelievable story of The Barefoot Bandit."
tt1885198,movie,Badai di Ujung Negeri,[12],Badai is a marine assigned to an Indonesian border guard post on an island in the South China Sea.
tt1885200,movie,Balandra Crossing,"[28, 35]",Kiko (Chiquito) and Tisoy (Redford White) are top notch government agents. An important break comes along when gang members paid Aling Kuala with fake money.
tt1885366,movie,Seksing masahista,[18],
tt1887795,movie,Life in a day,[99],
tt1887796,movie,Like Al,"[28, 80, 18]",
tt1887852,movie,Roller Dreams,[99],"It’s 1984 and Venice Beach, CA, is at the epicenter of a pop culture explosion. Young people of color seeking refuge from the turmoil of inner city life flock to the eclectic ocean community to create a brand new phenomenon: roller dancing! The talent and vibrant personality of this multicultural roller ‘family’ draws massive crowds and influence Hollywood. But just as roller dancing flourishes, politics, money and gentrification conspire to take their dreams away."
tt1891742,movie,Ajan henki,[99],
tt1891757,movie,Bol,[18],"The patriarch of a religious Muslim family refuses to accept his intersex child, tearing his family apart."
tt1891825,movie,Human Resources: Social Engineering in the 20th Century,[99],"Documentary film exploring the rise of mechanistic philosphy and the exploitation of human beings under modern hierarhical systems. Topics covered include behaviorism, scientific management, work-place democracy, schooling, frustration-aggression hypothesis and human experimentation."
tt18920258,movie,Quota - The Reservation,"[18, 36, 53]","Quota The Reservation, Story of a Dalit medical student who faces discrimination and bias only due to his lower caste, and one day he decides to break the system and do something like the whole nation will shake up"
tt1893196,movie,ADD & Loving It?!,"[-1, 35, 99]","Comedian Patrick McKenna seeks a diagnosis for Adult ADHD and learns the facts from an impressive array of experts (some of whom have ADHD themselves!) including medical researchers, psychiatrists, psychologists, professors, and award-winning authors. Along the way Patrick reveals how his life as a husband and father are affected by ADD and even shares candid moments as he and his wife Janis work on the steps toward his diagnosis."
tt18938184,movie,Phantom: The Musical Live,"[18, -1, 10749]",
tt18939376,movie,Savunma Sanayiinin Yalniz Dehalari,[99],
tt1894470,movie,Green Guild,"[-1, 99, 36]","Documentary of the everyday life of a medical marijuana dispensary in Los Angeles, CA. Have you heard of doctors prescribing marijuana to patients but seems like a mystery on how it works? The mystery has been solved. Come into the world of a medical marijuana dispensary in Los Angeles, CA and witness the adversities that a cannabis club has to face on a daily basis running a legitimate business. Watch as patients come for their medication and talk about their medical conditions."
